client_id,p_cloud,p_gym,p_insurance,p_mobile,p_music,p_software,p_streaming,p_none,fold,predicted_next_recurring_merchant
C000044,0.034512563814428375,0.03638329716589398,0.038011823307206094,0.037638992201376495,0.15201834774252626,0.040731990352122015,0.10771845341263028,0.5529845320038165,1,none
C000047,0.021425645368915364,0.49864968842488727,0.020414826445003514,0.017973382546881727,0.2058842482920507,0.026418592200848277,0.08442384352623437,0.12480977319517873,4,gym
C000053,0.016884857675091704,0.6047670530378544,0.03894859666517573,0.03788728626046875,0.039472419090431664,0.03889779848286872,0.038477069962006935,0.18466491882610225,2,gym
C000055,0.06280455445076386,0.06405632010798565,0.0630082696689795,0.06285936085558491,0.06392460838491293,0.3032636299644758,0.07005204449241921,0.3100312120748781,0,none
C000060,0.029402615310220294,0.03068119507462428,0.7281275352458212,0.030025838730491458,0.03131873108218244,0.03140194649860527,0.03419450939860662,0.08484762865944845,1,insurance
C000062,0.0630332189763811,0.009972803895424947,0.009305162777310876,0.04573815068548204,0.01030509087140926,0.00669047560582956,0.010005248244801486,0.8449498489433607,4,none
C000063,0.032700682292297084,0.03103744530862903,0.6655871386242187,0.030452565872406218,0.033002406753480255,0.031451018164051464,0.032020119632790944,0.14374862335212615,2,insurance
C000064,0.02570875499073893,0.026240127497625075,0.11648976672259395,0.04692686582615404,0.02543419701945126,0.6116940258812993,0.026969768905927,0.12053649315621051,0,software
C000066,0.15788918639697058,0.05869601162559095,0.05950511905124613,0.06002702256038083,0.20368968355758646,0.06246346529483266,0.20727401370134324,0.1904554978120491,0,streaming
C000069,0.02973942539794544,0.015700820895481037,0.09398330767961612,0.05208373625163296,0.020247388444268842,0.015693115816643483,0.04251860507780806,0.730033600436604,4,none
C000072,0.014639930025287823,0.014409515091659053,0.013894950172145298,0.2578406406730588,0.028947515593868583,0.5469475683423309,0.07598637311149199,0.047333506990157447,2,software
C000073,0.010181744606061511,0.01094789471860792,0.016886109188075066,0.010558253765980007,0.21621144830513198,0.012708888943757886,0.05988599935441655,0.6626196611179691,2,none
C000077,0.21520743846038565,0.0103616199772337,0.01283871377567322,0.03399886402401328,0.011409673105771687,0.010270643879554604,0.011004585421158694,0.6949084613562093,4,none
C000078,0.01409543718987608,0.015073822517433931,0.40240258156420144,0.013526866837614785,0.39423859471559963,0.013647325243372865,0.10151512057314968,0.045500251358751555,3,insurance
C000079,0.01263864416161955,0.536113825004947,0.010457304946698392,0.16491244511956182,0.012451323334211716,0.2046012557337717,0.009192939990453569,0.04963226170873627,2,gym
C000080,0.04376533302682113,0.02012273008231347,0.020007425725463438,0.01698586907345871,0.009921912168517672,0.03536065684241143,0.020075172473505258,0.8337609006075088,4,none
C000084,0.019205668567451203,0.02049197020644931,0.0793488648037425,0.041482507912639084,0.02106378098058972,0.020963748296445726,0.02104687121582133,0.7763965880168611,2,none
C000085,0.02411825408510265,0.022019288639388318,0.7699228473324717,0.02037948688393275,0.02206083558272587,0.020729814947680638,0.021632934686752186,0.09913653784194583,1,insurance
C000088,0.14533795107061281,0.04647707186461475,0.6591466666376533,0.01915487523195928,0.019532517238198578,0.019508398012715273,0.022806259173053428,0.06803626077119257,4,insurance
C000093,0.053545773900557946,0.00821324588924847,0.05269808095962358,0.007093085304305613,0.014916042301032178,0.0100404367160036,0.01257618928456069,0.840917145644668,3,none
C000094,0.7178446728172914,0.03075593593978765,0.04560580869706728,0.02817829147569754,0.021261310463178442,0.02810866930681354,0.021501827316125426,0.10674348398403889,3,cloud
C000095,0.040887508790785045,0.008932442094770371,0.008624108498405976,0.7409665039201405,0.045955359045436156,0.06318551062250426,0.060519024166775875,0.03092954286118183,0,mobile
C000100,0.02746694205379719,0.654731872624178,0.11158233336888332,0.02780421846086844,0.027951538629042177,0.027829527932771225,0.027150836787948027,0.09548273014251153,0,gym
C000101,0.01452045360040815,0.020874162993778478,0.01523412181127386,0.015754228368605613,0.02199279496099068,0.01594683287160711,0.02258227998249183,0.8730951254108443,2,none
C000102,0.03818427197971405,0.4928182973155204,0.03575805500573672,0.0352892108234849,0.036003035632102484,0.2302251424634923,0.0353627796978688,0.09635920708208025,1,gym
C000103,0.023365739288512814,0.02378446817672275,0.34112820535741595,0.1637250981746179,0.27327664032229515,0.09442519483999225,0.03737955325288897,0.04291510058755427,3,insurance
C000104,0.019917162216009025,0.02031506972017594,0.29215629540559684,0.01900940138801816,0.49667108842945973,0.019839868206097958,0.04502219887819757,0.08706891575644482,2,music
C000105,0.007239732152026172,0.14942390342484585,0.03870496956194863,0.007205215839384707,0.026541000784102115,0.007215525294403988,0.7414577409963806,0.022211911946907987,2,streaming
C000106,0.029363008542337147,0.024890962363918523,0.02430194739824676,0.02908610515223829,0.09908215381138935,0.02319594118451848,0.6827052498518242,0.08737463169552723,4,streaming
C000109,0.4819239528713707,0.015810804889394528,0.016106721900339967,0.015006407965930332,0.01567469860570633,0.4005279056938055,0.016635915310938863,0.03831359276251383,1,cloud
C000110,0.01318812501035728,0.19435597402065952,0.3942448508339088,0.20030969088276096,0.04720922460542097,0.012840757633612808,0.037730380206301345,0.10012099680697834,2,insurance
C000111,0.026698900248475505,0.028371067310038578,0.47533753670784007,0.02730971725420392,0.02797099614910251,0.027695003807867456,0.25760314090030756,0.12901363762216436,3,insurance
C000113,0.03881092380116975,0.03834177546414512,0.038011694999151135,0.5559179916399581,0.06080368769880788,0.07175143389806647,0.04189973340334463,0.15446275909535687,0,mobile
C000115,0.14373968742059803,0.038780307814676444,0.03834770650360282,0.035971675749301144,0.10531146709056427,0.45346431084520644,0.09040720732913374,0.09397763724691716,1,software
C000116,0.12403913122731124,0.010784645706698098,0.7339589847271557,0.010107075746690035,0.021523415488046732,0.01077103022168742,0.05089309467254857,0.03792262220986222,1,insurance
C000117,0.023007277738435965,0.6954187711951676,0.022296904096807957,0.020994704835627945,0.022467511214272106,0.02179973391785919,0.02234616785476697,0.17166892914706214,2,gym
C000119,0.17455526906633823,0.018500549335258267,0.01780523621561237,0.016902859884475374,0.09039608418088035,0.018755427523719843,0.6012120562326451,0.061872517561070525,4,streaming
C000120,0.022106317401422115,0.7455354710446201,0.021226671775833827,0.020874963360738602,0.021663618053878734,0.021281624669553204,0.06443929308134622,0.0828720406126071,2,gym
C000122,0.6271118060995301,0.02980866008962875,0.028391813768590596,0.04805278981752494,0.0290021883865392,0.028768183889237887,0.02839225599730012,0.18047230195164843,2,cloud
C000127,0.018575247645746314,0.07528866917594976,0.021774238705944245,0.020720342041326157,0.021233248501674337,0.028242819242269367,0.009338024408860793,0.8048274102782291,2,none
C000128,0.040972707364728675,0.04295566776611241,0.044119346569035656,0.04637943417047284,0.4804142360039647,0.04244862560957612,0.11265477506987179,0.19005520744623783,1,music
C000129,0.1606799462658304,0.016109720143473095,0.014736607548032774,0.014481841928016631,0.01369656495485892,0.7198005765413376,0.021797939898544463,0.03869680271990607,3,software
C000130,0.03317056616466949,0.032029870125664536,0.0401697221698628,0.040850753418233014,0.03421652524868148,0.034044966402736604,0.032763225556928295,0.7527543709132238,3,none
C000132,0.012838093015755595,0.015427054692223358,0.012346984104491959,0.34426290785922586,0.1847833235988706,0.33966034328589745,0.05788435002008182,0.03279694342345339,3,mobile
C000134,0.1781891206323723,0.013728288227115693,0.3660679709118889,0.01606316674848048,0.10682531801369469,0.013065709668526765,0.2554591563431028,0.05060126945481847,4,insurance
C000135,0.1560090586429306,0.017127062004407494,0.01655360557531903,0.020605557307710316,0.006950033600826673,0.016749823602703186,0.00967131793460613,0.7563335413314966,1,none
C000136,0.008565384652416285,0.0196682281822627,0.12290619434853768,0.022257381324310176,0.08668983018704583,0.02564494713319738,0.0810556582707122,0.6332123759015176,3,none
C000137,0.09676663801684411,0.03214171581734654,0.032049271779076086,0.03238248828942849,0.1346612712881231,0.03360327406909189,0.4148111426387576,0.22358419810133212,1,streaming
C000140,0.05375112736639567,0.12875912886516,0.056715515615039944,0.05261875657444008,0.05331350380954888,0.28483536128765113,0.1665343315054467,0.20347227497631754,2,software
C000142,0.11756620197024323,0.008813662368669905,0.009361147604853272,0.582417723416313,0.030185637709737954,0.009245402487594966,0.1962017589008987,0.04620846554168892,3,mobile
C000144,0.02741491902298427,0.029919932040436983,0.029180245875443267,0.028360252542813907,0.028961028711217314,0.6791431279737055,0.028642100695907627,0.14837839313749107,3,software
C000148,0.0795447897233807,0.09629310321452053,0.012273082404507661,0.11034782473231636,0.056205063532510535,0.01171848380591995,0.6047514290194662,0.02886622356737813,3,streaming
C000149,0.034844990783262836,0.03587541499671465,0.0341154294367849,0.03755512978627876,0.12960883834849798,0.03896289781393697,0.5571306172639736,0.1319066815705503,3,streaming
C000150,0.030663823243967443,0.029550428077332488,0.027816762288435624,0.030107553506136232,0.08464708568768509,0.5794045437910587,0.08863401938767507,0.12917578401770952,4,software
C000152,0.6668087368058009,0.026363719782456174,0.02489857389009779,0.023838196808456537,0.08276074599561685,0.02428284871305755,0.02699820175646216,0.12404897624805213,3,cloud
C000153,0.019400605289139516,0.021136576431236814,0.021560899059355293,0.7679947109727803,0.01873195966440245,0.019423188349521378,0.018942192261336692,0.11280986797222764,0,mobile
C000155,0.013546369867915808,0.014435414838435483,0.016161220059491707,0.015513861183206417,0.020224584431708235,0.011862880757984525,0.01978565392345839,0.8884700149377994,3,none
C000157,0.0553054158713064,0.05257367154257234,0.05492368397083265,0.05571269770076649,0.058953816778418475,0.05768765218858812,0.0557988339754788,0.6090442279720367,0,none
C000159,0.015016720757944569,0.014929442277915792,0.6504689212448379,0.033141611712336504,0.09480931716646326,0.013663025241559115,0.09808621995274247,0.07988474164620034,0,insurance
C000160,0.04893894489000652,0.048385304718498494,0.05160362403866045,0.05009192306651438,0.0557463278709671,0.05418383198303375,0.056759113105523534,0.6342909303267958,1,none
C000162,0.06407408206336718,0.024709246973112123,0.06778403728122172,0.027334784764950076,0.07194638663675579,0.18164358336590197,0.35554196944218064,0.2069659094725104,3,streaming
C000164,0.1726446871750799,0.01683066996558271,0.3591491265359966,0.016923819372762147,0.29171374181000514,0.01606310902725226,0.07663163210383413,0.05004321400948712,0,insurance
C000168,0.023775516931145504,0.2922130656379491,0.01669049689352076,0.01933357116272439,0.01754802133331583,0.17727497848475954,0.017862947263921736,0.43530140229266323,2,none
C000169,0.013961984664900338,0.02706023954660046,0.013577629406728579,0.2525553758568755,0.03584127591812445,0.010206670474311882,0.17529936375551078,0.471497460376948,0,none
C000171,0.018590664265034314,0.01758954855313889,0.017920644183462522,0.013596026336265686,0.03641637187457513,0.018759590903068703,0.8043312192455203,0.07279593463893443,1,streaming
C000172,0.03989982714521742,0.039558405526648355,0.04227748678618045,0.03943497109880945,0.041313687707512724,0.0425510248535853,0.03934236883572561,0.7156222280463207,2,none
C000173,0.0789860073280113,0.01432273385029358,0.1794423310186341,0.6270817537639746,0.013499160742099281,0.013517860694381009,0.014545102758657431,0.0586050498439487,1,mobile
C000174,0.054350347445846256,0.055218494555469455,0.06025657947286397,0.05515473336908986,0.05765231086824865,0.03947983062229143,0.05573954310036541,0.622148160565825,2,none
C000175,0.02045512765382386,0.02256614908314901,0.2514733001342987,0.021077449173353052,0.5553457805486509,0.021529181543011054,0.015171399336276287,0.09238161252743719,1,music
C000177,0.01852645590683178,0.015351631520562861,0.13642271035561002,0.4052728053574274,0.09617079126661512,0.015300668710722182,0.18282380086100591,0.13013113602122472,1,mobile
C000179,0.021924043670070968,0.24494983374939072,0.019833228683983392,0.0188125896396013,0.43507240001603714,0.01892665652001373,0.14803659499189162,0.0924446527290111,3,music
C000181,0.02564641942789729,0.07844407054341104,0.02529239602457179,0.02608675088123833,0.5522052279199734,0.0388133283810721,0.1640137439069556,0.08949806291488047,2,music
C000183,0.028924999696904204,0.28952077588168323,0.0302692763035515,0.4263550079328221,0.02917223309267237,0.029231067922931793,0.02873326440540562,0.1377933747640292,0,mobile
C000185,0.29026326150543436,0.5410673743422187,0.016961916302572044,0.017059423476487454,0.018035851953651837,0.017360606483428322,0.0175778223884159,0.08167374354779135,2,gym
C000187,0.010506282453524116,0.011438171007612121,0.47878003148814874,0.010716344208787445,0.4030199545922999,0.011058971018058375,0.03992587214367965,0.03455437308788977,1,insurance
C000189,0.0228995545582284,0.018158192770175347,0.01731383008731198,0.017381567674562174,0.04724475421940648,0.7523083165431352,0.011950402990807523,0.11274338115637282,3,software
C000190,0.5406572534897732,0.027908375451714165,0.029024394906417124,0.028812422399817923,0.02919466910754561,0.028442612079866758,0.028604341771969098,0.2873559307928962,1,cloud
C000191,0.014714164912558331,0.014193711238707597,0.014050999387910858,0.07414438640291411,0.22014445221296713,0.014564932574516493,0.5644711340113557,0.08371621925906966,4,streaming
C000192,0.014531341751972226,0.5189650104350495,0.07836143922917821,0.013542967136487737,0.03228048607010078,0.2453571190199334,0.022866167790970816,0.07409546856630723,1,gym
C000196,0.43911166085823106,0.03431668088808529,0.035120599325035425,0.0338816678029896,0.05297289680402282,0.03429977284546676,0.05344040528768695,0.3168563161884821,0,cloud
C000197,0.029292282649452307,0.029425046469804518,0.027657790361029187,0.027960401686106605,0.4955197316333233,0.04180049620326727,0.14229543937460906,0.20604881162240773,3,music
C000198,0.02970027407109649,0.029197938493017203,0.028069168772078167,0.019698833871287562,0.10763610285891322,0.010717454055835038,0.2361269932581766,0.5388532346195957,4,none
C000201,0.03819367999882699,0.6441474990850549,0.03726031159663697,0.045464060909208,0.03973314402393846,0.03953188284961931,0.040111586598758645,0.11555783493795681,3,gym
C000202,0.3165582805208589,0.3685003881490517,0.02164396166757645,0.009049666014860775,0.026450269516369494,0.1663353838981655,0.06730732829325996,0.02415472193985712,0,gym
C000203,0.021541136797446084,0.4565793071726508,0.023332780325629736,0.020478198608605284,0.022337783809118078,0.37290038469720294,0.022093674755570232,0.06073673383377687,2,gym
C000205,0.05065432650923662,0.014541753287820081,0.014738660894447513,0.04599396287638005,0.013991807162422884,0.011954826083330847,0.01321552881280469,0.8349091343735574,0,none
C000206,0.014418054028514888,0.015264289730839617,0.014320746572444486,0.1042507392479777,0.4555800705430037,0.14824821733335117,0.0322760462300117,0.21564183631385683,0,music
C000207,0.7079486184492683,0.1079077809484827,0.013296735411723994,0.08436372400765556,0.0131171333246979,0.012946455071908254,0.012567255854422471,0.04785229693184087,2,cloud
C000210,0.2247585441342835,0.05117571929262217,0.20599027883096166,0.23477233788964053,0.026337543602857297,0.02653962444347193,0.027805335792911615,0.20262061601325132,0,mobile
C000212,0.4376443390382061,0.21838831554629304,0.0557253015692759,0.16977552611655014,0.012188153301405455,0.011397619888379566,0.011824658624422009,0.08305608591546784,0,cloud
C000214,0.005914482056750809,0.017058662355859074,0.01777900630329644,0.06886029537348012,0.017760916109518913,0.03241086566674609,0.017567497597174717,0.8226482745371739,2,none
C000218,0.02199533772673065,0.05011453921019826,0.4057267123565167,0.010335006765831172,0.06959913426322305,0.02057061001005683,0.3215556440792693,0.10010301558817411,0,insurance
C000219,0.13105545448461733,0.3655110885584324,0.009172655147758946,0.08131545189765294,0.3163930735974292,0.008683394627287197,0.05621051928018317,0.031658362406638815,4,gym
C000222,0.01909364944000744,0.017843333582018596,0.019150360643745104,0.009027268231091382,0.01305146925908435,0.04211415616192254,0.011543689456203448,0.8681760732259272,1,none
C000223,0.7388622998572475,0.011678666294748064,0.01095490045621288,0.021656201891287342,0.07186890819159836,0.012186022888432933,0.043114152537752894,0.08967884788272007,4,cloud
C000226,0.013945987840627446,0.014860806114533567,0.8263683539293301,0.013544027537729975,0.014385372137385197,0.013809401696447399,0.013073534593044913,0.09001251615090142,3,insurance
C000228,0.010911980991432558,0.15042256145014385,0.42899697309977936,0.009548324613999522,0.33228754589552073,0.008883050481932598,0.01693961545048074,0.04200994801671059,4,insurance
C000230,0.031544250148829334,0.10244988040894948,0.5372220780356128,0.03025205808345475,0.03137243211477175,0.031050166078374304,0.030729447167687156,0.20537968796232034,2,insurance
C000233,0.014275749854930405,0.015339068223332575,0.09966558740944464,0.013383262177306808,0.7259016714117035,0.014523490344600013,0.06698657094491937,0.049924599633762744,1,music
C000234,0.14620949729025423,0.013504871786986797,0.013768003554743221,0.04405880417636943,0.6707381127427318,0.012847912698065027,0.05712852807817742,0.04174426967267211,0,music
C000235,0.03244344192890068,0.03187087619490481,0.0317558000213428,0.6049713361550815,0.0323810421882421,0.03155405425905255,0.0320302770551699,0.2029931721973057,2,mobile
C000236,0.023936828405316156,0.02378784493381375,0.02466484573469269,0.6352522523655728,0.01674849784064706,0.022676009228652826,0.12213674792300011,0.1307969735683046,1,mobile
C000237,0.6994695885249345,0.012844521263055752,0.012691306496350852,0.012702420277302754,0.15104556472830985,0.02491670339545749,0.049519784562052874,0.03681011075253596,0,cloud
C000238,0.023855159504612006,0.43468612328036743,0.024068240856476485,0.15913856850580282,0.22332819609986046,0.02264367993023967,0.024758329237129284,0.08752170258551183,0,gym
C000239,0.02189087570395664,0.023668760533513487,0.023356679165623055,0.023336424505890657,0.08256852649217403,0.6048000676897216,0.1540098280905378,0.06636883781858276,0,software
C000240,0.029687973193308494,0.6146410070413885,0.030513510379738994,0.029806711402000502,0.009533022912933693,0.031064896409799894,0.011436909443756887,0.24331596921707305,2,gym
C000242,0.014924137840789655,0.03932937334023262,0.014571593893280374,0.32759190812534444,0.01894715949233371,0.32069832859852904,0.12695785528070308,0.13697964342878705,2,mobile
C000245,0.04394852399221038,0.012737513357139551,0.012074970058287659,0.010647432190536002,0.03835987824640823,0.01105367351458544,0.15785760974328888,0.7133203988975438,1,none
C000246,0.8310740248299643,0.015800634137694128,0.015323303193967137,0.01511384243435139,0.01725087278311484,0.01570650363340586,0.016336913780185404,0.07339390520731705,2,cloud
C000248,0.08433733763020573,0.020211412873978096,0.6784596749397909,0.03215720529790757,0.017981608463060173,0.017198800250393616,0.017865904672725714,0.13178805587193831,3,insurance
C000249,0.02903029891427781,0.0359962307306029,0.03981725089427332,0.03723034032839144,0.04054612912754467,0.03665011943799666,0.036533866310622325,0.7441957642562909,0,none
C000250,0.4608687840150989,0.014553650557029015,0.013368158518686318,0.013913876314044945,0.015916450485066035,0.3921565048031044,0.01570726936344438,0.07351530594352604,3,cloud
C000252,0.034714999914659164,0.012953972269545568,0.007776762811520119,0.01734059706432499,0.012919042827484304,0.13858826828706805,0.02481399474392769,0.7508923620814701,1,none
C000254,0.04143120811858342,0.04239192156535772,0.3051744083416546,0.044645592506757065,0.045168829754266226,0.045930320569033706,0.24227943284433226,0.23297828630001505,0,insurance
C000257,0.2890492528717124,0.029569300813539964,0.028332267140169825,0.02958259422342411,0.38080818168838154,0.027587148374011817,0.12151845487347367,0.09355280001528665,3,music
C000259,0.02017309381252022,0.013163206142995794,0.09987929347361799,0.011998064374936723,0.7377119125630907,0.013453153254027891,0.0393634840943032,0.06425779228450759,4,music
C000261,0.015044673812880653,0.01579759050002465,0.016084839899970768,0.016541728545764696,0.022527841411914752,0.04148799290358794,0.0528723837567487,0.819642949169108,2,none
C000262,0.012835608048235192,0.012719361149276989,0.012534990729781254,0.1052796410163374,0.035390465912558226,0.012726575332676132,0.7382014341976633,0.07031192361347147,0,streaming
C000263,0.6234326598664718,0.1643200443477545,0.014936042657624948,0.014740690635629114,0.07576032288228149,0.01502094458005564,0.01560873701267,0.0761805580175125,3,cloud
C000264,0.020970323364680216,0.18184018385383427,0.02059438341826237,0.0701072329362907,0.4280990412829977,0.02158691831398224,0.09584063339154325,0.1609612834384092,2,music
C000265,0.01969650811562191,0.019399193945573254,0.018005177062797726,0.019087915131198875,0.01913587593771755,0.7826395178409247,0.02059480618592962,0.10144100578023633,3,software
C000270,0.04058317188363935,0.04252832633975993,0.04345988262029933,0.042528628263318644,0.2178560138743199,0.04592122711229531,0.050635800296649824,0.5164869496097177,4,none
C000271,0.014114929033003059,0.7041140968749104,0.18247486584136358,0.01343275329495501,0.014040318640213548,0.009526403083006979,0.013700405096805847,0.04859622813574163,0,gym
C000272,0.01836002210396343,0.5036451743263319,0.022990159222222313,0.3345836373631886,0.016206569807603027,0.015705371495159683,0.017111150470757064,0.07139791521077397,4,gym
C000274,0.02378495542846812,0.023090226772128877,0.023906401100446673,0.1183750857272461,0.025582657463493988,0.20395004894237512,0.02520910738812423,0.5561015171777169,0,none
C000275,0.0396941273251759,0.040462203669880126,0.09270750345626995,0.22893584930985042,0.040589403670807406,0.038355350719161206,0.03967219941582352,0.47958336243303146,3,none
C000276,0.010423267352326186,0.011043334105266388,0.010803024036874435,0.7746186051566428,0.010250665689079036,0.1284708463150947,0.010730404641252092,0.04365985270346445,1,mobile
C000281,0.008652338681542637,0.29098194500261376,0.648632853062837,0.007514817871616486,0.007889137752176874,0.006514085977641732,0.007039305960637902,0.022775515690933522,0,insurance
C000283,0.015070492927594015,0.016789068439124054,0.017999624269645298,0.019758619151797156,0.13203843717436434,0.016301270204269115,0.7058253819694471,0.07621710586375893,1,streaming
C000284,0.0237662121690558,0.0235221299798817,0.02446677296401578,0.6302824241042905,0.024322248517233247,0.1799223764314688,0.025260562024234656,0.06845727380981946,1,mobile
C000285,0.005898754373419921,0.011885446191066592,0.010308986907679148,0.01984096362715657,0.0254565876401087,0.016412125268792408,0.05772168304424033,0.8524754529475365,2,none
C000286,0.010457558568561325,0.01143436862899449,0.010290274635412358,0.21688695543206288,0.6401995898778388,0.009818732383765058,0.06894457020999173,0.03196795026337336,3,music
C000290,0.018000442094096108,0.020033691053539943,0.017700256149256063,0.6503331051631778,0.017891521749807085,0.01772672545766421,0.019285857782505966,0.23902840054995284,3,mobile
C000292,0.4003834617612736,0.020046547460486203,0.025917142173825816,0.024109525489968656,0.025266801761893047,0.0313220185950254,0.027877128936813843,0.44507737382071333,4,none
C000295,0.04427427950591009,0.23052142431352657,0.04662237079913825,0.044919735900633646,0.049186111966948276,0.049042597306539135,0.048379596552577536,0.48705388365472646,1,none
C000296,0.03887692604789339,0.1622746923931116,0.04256504034659967,0.04085173886864965,0.2586293630555561,0.044648335681135846,0.05332620646471223,0.3588276971423415,4,none
C000297,0.05756174055627446,0.05964695280140671,0.1334229736926579,0.056307384376194286,0.17758636475788478,0.05693351660401769,0.05676956634445176,0.4017715008671124,1,none
C000302,0.059912519850335084,0.060746750097313965,0.0656535619735084,0.06167899390608064,0.065101657802655,0.09952454604369998,0.06372404079570615,0.5236579295307008,2,none
C000306,0.4950734498725307,0.03346310784267719,0.033145417219507346,0.2600858015822233,0.033497175028923756,0.033063549269331124,0.03597879883412969,0.07569270035067685,0,cloud
C000310,0.054833135422067684,0.024288629664278225,0.028312263968396832,0.019633884800341915,0.009708767573272051,0.010538011427976427,0.011175790041613324,0.8415095171020537,0,none
C000311,0.1102106946098417,0.04999883213285178,0.04809448280677496,0.04881255164596099,0.05013986854299543,0.050500535861849896,0.05081197694669795,0.5914310574530273,2,none
C000313,0.21518353596140616,0.024497833800265136,0.023125778714481397,0.02242378595871223,0.15739207775892725,0.026047536137032333,0.44282829366959053,0.08850115799958493,3,streaming
C000319,0.6214712985854336,0.08583658995380501,0.020374494841277735,0.11503076682068537,0.01914377633796837,0.019143884916955685,0.01923083154535364,0.09976835699852062,1,cloud
C000322,0.034747084365388065,0.04627395842279781,0.023863826302092155,0.02746946627139398,0.6917001727252521,0.024016540129499043,0.07885319820474976,0.07307575357882722,3,music
C000323,0.10557085456577472,0.006784274943926131,0.8246411124729279,0.006719354122486319,0.005962704782158421,0.005781224983188104,0.005761783335263965,0.03877869079427444,0,insurance
C000324,0.01622766497724157,0.019576110234704815,0.03279324536875675,0.0747562325729964,0.026740835389990825,0.013223129281060423,0.026649841075451895,0.7900329410997973,4,none
